0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.779913	0.722413	6.65259	1.97674	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.19545	0.535063	10.3167	-0.0105175	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.59373	0.626036	9.12979	0.788784	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.94567	0.639598	8.75644	1.15106	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
2.48211	0.717039	9.59478	1.3465	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.78185	0.772827	9.16713	1.76714	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
3.3114	0.90094	10.1248	2.20759	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
3.58128	0.984357	9.66862	2.44685	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
4.18794	1.09401	10.958	2.66482	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
4.41774	1.1624	10.3948	2.70311	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
5.08636	1.1972	11.8598	2.62143	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
5.38447	1.14434	11.3779	2.17409	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
6.08226	1.22848	12.9947	2.34294	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
6.32491	1.22545	12.3029	2.09718	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
7.03326	1.30165	13.8054	2.23197	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
7.15224	1.38037	12.8053	2.25229	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
7.86918	1.44157	14.2216	2.31377	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
8.08598	1.37542	13.3736	1.86648	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
8.82989	1.42725	15.0803	1.97172	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
9.00754	1.37172	14.0727	1.6108	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
9.75528	1.36317	15.5561	1.53623	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
9.84616	1.39973	14.3287	1.5045	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
10.604	1.46089	15.8825	1.64698	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
10.6547	1.38305	14.5625	1.28183	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
11.4059	1.40384	15.9813	1.31531	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
11.3813	1.42118	14.501	1.2659	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
12.1802	1.46655	16.3507	1.40218	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
12.164	1.36951	14.8604	1.0283	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
12.9234	1.40926	16.359	1.14147	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
12.8553	1.36531	14.7661	0.950166	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
13.6312	1.45984	16.6525	1.25185	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
13.5391	1.47383	14.9845	1.20462	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
14.3405	1.54312	16.7698	1.39909	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
14.2234	1.53189	15.0466	1.27271	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
15.0145	1.6307	16.8563	1.54542	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
14.9138	1.73893	15.1442	1.72539	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
15.6725	1.86299	16.7073	2.01288	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
15.4955	1.91917	14.8742	2.00852	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
16.2218	2.04339	16.3321	2.26628	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
16.0218	2.0475	14.4958	2.0999	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
16.7672	2.15525	16.2648	2.33442	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
16.6128	2.18259	14.5145	2.21987	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
17.321	2.29532	16.13	2.45273	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
17.1006	2.34192	14.2696	2.38247	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
17.8276	2.49509	16.1007	2.7332	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
17.6161	2.49546	14.2662	2.50245	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
18.3423	2.62775	16.1254	2.79269	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
18.0817	2.74763	14.1833	2.87993	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
